2 10.0 0.12 15847938.326738743 0.0 0.0 99625.27573018377 0.0 0.0
1 5.9736e+24 6371000.0 3.8613935754965604e-20 0.0 0.0 6.273271292894996e-22 0.0 0.0
2 10.0 0.12 15848934.579337403 0.0 0.0 99625.25986604767 0.0 0.0
1 5.9736e+24 6371000.0 3.862020929179589e-20 0.0 0.0 6.2735368302888e-22 0.0 0.0
2 10.0 0.12 15849930.831777442 0.0 0.0 99625.24400390591 0.0 0.0
1 5.9736e+24 6371000.0 3.8626483094130196e-20 0.0 0.0 6.273802334302777e-22 0.0 0.0
2 10.0 0.12 15850927.084058879 0.0 0.0 99625.22814375814 0.0 0.0
1 5.9736e+24 6371000.0 3.863275716193514e-20 0.0 0.0 6.274067804943228e-22 0.0 0.0
2 10.0 0.12 15851923.336181736 0.0 0.0 99625.21228560396 0.0 0.0
1 5.9736e+24 6371000.0 3.863903149517736e-20 0.0 0.0 6.27433324221645e-22 0.0 0.0
2 10.0 0.12 15852919.58814603 0.0 0.0 99625.196429443 0.0 0.0
1 5.9736e+24 6371000.0 3.864530609382349e-20 0.0 0.0 6.274598646128739e-22 0.0 0.0
2 10.0 0.12 15853915.839951783 0.0 0.0 99625.1805752749 0.0 0.0
1 5.9736e+24 6371000.0 3.865158095784017e-20 0.0 0.0 6.274864016686388e-22 0.0 0.0
2 10.0 0.12 15854912.091599014 0.0 0.0 99625.16472309927 0.0 0.0
1 5.9736e+24 6371000.0 3.865785608719407e-20 0.0 0.0 6.275129353895692e-22 0.0 0.0
2 10.0 0.12 15855908.343087742 0.0 0.0 99625.14887291573 0.0 0.0
1 5.9736e+24 6371000.0 3.866413148185183e-20 0.0 0.0 6.275394657762941e-22 0.0 0.0
2 10.0 0.12 15856904.59441799 0.0 0.0 99625.13302472391 0.0 0.0
1 5.9736e+24 6371000.0 3.867040714178012e-20 0.0 0.0 6.275659928294424e-22 0.0 0.0
2 10.0 0.12 15857900.845589774 0.0 0.0 99625.11717852345 0.0 0.0
1 5.9736e+24 6371000.0 3.867668306694562e-20 0.0 0.0 6.275925165496429e-22 0.0 0.0
2 10.0 0.12 15858897.096603116 0.0 0.0 99625.10133431395 0.0 0.0
1 5.9736e+24 6371000.0 3.8682959257314995e-20 0.0 0.0 6.276190369375243e-22 0.0 0.0
2 10.0 0.12 15859893.347458037 0.0 0.0 99625.08549209505 0.0 0.0
1 5.9736e+24 6371000.0 3.868923571285493e-20 0.0 0.0 6.27645553993715e-22 0.0 0.0
2 10.0 0.12 15860889.598154556 0.0 0.0 99625.06965186636 0.0 0.0
1 5.9736e+24 6371000.0 3.869551243353212e-20 0.0 0.0 6.276720677188434e-22 0.0 0.0
2 10.0 0.12 15861885.848692693 0.0 0.0 99625.05381362751 0.0 0.0
1 5.9736e+24 6371000.0 3.870178941931326e-20 0.0 0.0 6.276985781135377e-22 0.0 0.0
2 10.0 0.12 15862882.099072466 0.0 0.0 99625.03797737815 0.0 0.0
1 5.9736e+24 6371000.0 3.8708066670165044e-20 0.0 0.0 6.277250851784257e-22 0.0 0.0
2 10.0 0.12 15863878.349293897 0.0 0.0 99625.02214311787 0.0 0.0
1 5.9736e+24 6371000.0 3.8714344186054186e-20 0.0 0.0 6.277515889141354e-22 0.0 0.0
2 10.0 0.12 15864874.599357005 0.0 0.0 99625.00631084631 0.0 0.0
1 5.9736e+24 6371000.0 3.87206219669474e-20 0.0 0.0 6.277780893212945e-22 0.0 0.0
2 10.0 0.12 15865870.849261811 0.0 0.0 99624.9904805631 0.0 0.0
1 5.9736e+24 6371000.0 3.8726900012811404e-20 0.0 0.0 6.278045864005303e-22 0.0 0.0
2 10.0 0.12 15866867.099008333 0.0 0.0 99624.97465226785 0.0 0.0
1 5.9736e+24 6371000.0 3.873317832361293e-20 0.0 0.0 6.278310801524705e-22 0.0 0.0
2 10.0 0.12 15867863.348596593 0.0 0.0 99624.95882596019 0.0 0.0
1 5.9736e+24 6371000.0 3.8739456899318707e-20 0.0 0.0 6.278575705777421e-22 0.0 0.0
2 10.0 0.12 15868859.598026609 0.0 0.0 99624.94300163975 0.0 0.0
1 5.9736e+24 6371000.0 3.8745735739895476e-20 0.0 0.0 6.278840576769723e-22 0.0 0.0
2 10.0 0.12 15869855.847298402 0.0 0.0 99624.92717930616 0.0 0.0
1 5.9736e+24 6371000.0 3.8752014845309983e-20 0.0 0.0 6.279105414507878e-22 0.0 0.0
2 10.0 0.12 15870852.096411992 0.0 0.0 99624.91135895904 0.0 0.0
